year,country,country_iso2,region,region_trase_id,parent_region,parent_region_trase_id,annual_palm_deforestation_(industrial)_hectares
"2001","INDONESIA","ID","JEPARA","ID-3320","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","JOMBANG","ID-3517","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KAIMANA","ID-9208","PAPUA BARAT","ID-92","0"
"2001","INDONESIA","ID","KAMPAR","ID-1401","RIAU","ID-14","1720.183939282236"
"2001","INDONESIA","ID","KAPUAS","ID-6203","KALIMANTAN TENGAH","ID-62","0"
"2001","INDONESIA","ID","KAPUAS HULU","ID-6106","KALIMANTAN BARAT","ID-61","64.81251682128922"
"2001","INDONESIA","ID","KARANGANYAR","ID-3313","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KARANGASEM","ID-5107","BALI","ID-51","0"
"2001","INDONESIA","ID","KARAWANG","ID-3215","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KARIMUN","ID-2102","KEPULAUAN RIAU","ID-21","0"
"2001","INDONESIA","ID","KARO","ID-1206","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KATINGAN","ID-6206","KALIMANTAN TENGAH","ID-62","0"
"2001","INDONESIA","ID","KAUR","ID-1704","BENGKULU","ID-17","0"
"2001","INDONESIA","ID","KAYONG UTARA","ID-6111","KALIMANTAN BARAT","ID-61","6.703763409423832"
"2001","INDONESIA","ID","KEBUMEN","ID-3305","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KEDIRI","ID-3506","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KEEROM","ID-9111","PAPUA","ID-91","0"
"2001","INDONESIA","ID","KENDAL","ID-3324","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KEPAHIANG","ID-1708","BENGKULU","ID-17","0"
"2001","INDONESIA","ID","KEPULAUAN ANAMBAS","ID-2105","KEPULAUAN RIAU","ID-21","0"
"2001","INDONESIA","ID","KEPULAUAN ARU","ID-8107","MALUKU","ID-81","0"
"2001","INDONESIA","ID","KEPULAUAN MENTAWAI","ID-1309","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KEPULAUAN MERANTI","ID-1410","RIAU","ID-14","0"
"2001","INDONESIA","ID","KEPULAUAN SANGIHE","ID-7103","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KEPULAUAN SELAYAR","ID-7301","SULAWESI SELATAN","ID-73","0"
"2001","INDONESIA","ID","KEPULAUAN SIAU TAGULANDANG BIARO","ID-7109","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KEPULAUAN SULA","ID-8205","MALUKU UTARA","ID-82","0"
"2001","INDONESIA","ID","KEPULAUAN TALAUD","ID-7104","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KEPULAUAN TANIMBAR","ID-8103","MALUKU","ID-81","0"
"2001","INDONESIA","ID","KEPULAUAN YAPEN","ID-9105","PAPUA","ID-91","0"
"2001","INDONESIA","ID","KERINCI","ID-1501","JAMBI","ID-15","0"
"2001","INDONESIA","ID","KETAPANG","ID-6104","KALIMANTAN BARAT","ID-61","23.77233967895508"
"2001","INDONESIA","ID","KLATEN","ID-3310","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KLUNGKUNG","ID-5105","BALI","ID-51","0"
"2001","INDONESIA","ID","KOLAKA","ID-7401","SULAWESI TENGGARA","ID-74","24.87264993286135"
"2001","INDONESIA","ID","KOLAKA TIMUR","ID-7411","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KOLAKA UTARA","ID-7408","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KONAWE","ID-7402","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KONAWE KEPULAUAN","ID-7412","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KONAWE SELATAN","ID-7405","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KONAWE UTARA","ID-7409","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KOTA ADMINISTRASI JAKARTA BARAT","ID-3173","DKI JAKARTA","ID-31","0"
"2001","INDONESIA","ID","KOTA ADMINISTRASI JAKARTA PUSAT","ID-3171","DKI JAKARTA","ID-31","0"
"2001","INDONESIA","ID","KOTA ADMINISTRASI JAKARTA SELATAN","ID-3174","DKI JAKARTA","ID-31","0"
"2001","INDONESIA","ID","KOTA ADMINISTRASI JAKARTA TIMUR","ID-3175","DKI JAKARTA","ID-31","0"
"2001","INDONESIA","ID","KOTA ADMINISTRASI JAKARTA UTARA","ID-3172","DKI JAKARTA","ID-31","0"
"2001","INDONESIA","ID","KOTA AMBON","ID-8171","MALUKU","ID-81","0"
"2001","INDONESIA","ID","KOTA BALIKPAPAN","ID-6471","KALIMANTAN TIMUR","ID-64","0"
"2001","INDONESIA","ID","KOTA BANDA ACEH","ID-1171","ACEH","ID-11","0"
"2001","INDONESIA","ID","KOTA BANDAR LAMPUNG","ID-1871","LAMPUNG","ID-18","0"
"2001","INDONESIA","ID","KOTA BANDUNG","ID-3273","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA BANJAR","ID-3279","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA BANJARBARU","ID-6372","KALIMANTAN SELATAN","ID-63","0"
"2001","INDONESIA","ID","KOTA BANJARMASIN","ID-6371","KALIMANTAN SELATAN","ID-63","0"
"2001","INDONESIA","ID","KOTABARU","ID-6302","KALIMANTAN SELATAN","ID-63","0"
"2001","INDONESIA","ID","KOTA BATAM","ID-2171","KEPULAUAN RIAU","ID-21","0"
"2001","INDONESIA","ID","KOTA BATU","ID-3579","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA BAU BAU","ID-7472","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KOTA BEKASI","ID-3275","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA BENGKULU","ID-1771","BENGKULU","ID-17","0"
"2001","INDONESIA","ID","KOTA BIMA","ID-5272","NUSA TENGGARA BARAT","ID-52","0"
"2001","INDONESIA","ID","KOTA BINJAI","ID-1275","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA BITUNG","ID-7172","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KOTA BLITAR","ID-3572","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA BOGOR","ID-3271","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA BONTANG","ID-6474","KALIMANTAN TIMUR","ID-64","0"
"2001","INDONESIA","ID","KOTA BUKITTINGGI","ID-1375","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA CILEGON","ID-3672","BANTEN","ID-36","0"
"2001","INDONESIA","ID","KOTA CIMAHI","ID-3277","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA CIREBON","ID-3274","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA DENPASAR","ID-5171","BALI","ID-51","0"
"2001","INDONESIA","ID","KOTA DEPOK","ID-3276","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA DUMAI","ID-1472","RIAU","ID-14","0"
"2001","INDONESIA","ID","KOTA GORONTALO","ID-7571","GORONTALO","ID-75","0"
"2001","INDONESIA","ID","KOTA GUNUNGSITOLI","ID-1278","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA JAMBI","ID-1571","JAMBI","ID-15","0"
"2001","INDONESIA","ID","KOTA JAYAPURA","ID-9171","PAPUA","ID-91","0"
"2001","INDONESIA","ID","KOTA KEDIRI","ID-3571","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA KENDARI","ID-7471","SULAWESI TENGGARA","ID-74","0"
"2001","INDONESIA","ID","KOTA KOTAMOBAGU","ID-7174","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KOTA KUPANG","ID-5371","NUSA TENGGARA TIMUR","ID-53","0"
"2001","INDONESIA","ID","KOTA LANGSA","ID-1174","ACEH","ID-11","0"
"2001","INDONESIA","ID","KOTA LHOKSEUMAWE","ID-1173","ACEH","ID-11","0"
"2001","INDONESIA","ID","KOTA LUBUK LINGGAU","ID-1673","SUMATERA SELATAN","ID-16","0"
"2001","INDONESIA","ID","KOTA MADIUN","ID-3577","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA MAGELANG","ID-3371","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA MAKASSAR","ID-7371","SULAWESI SELATAN","ID-73","0"
"2001","INDONESIA","ID","KOTA MALANG","ID-3573","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA MANADO","ID-7171","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KOTA MATARAM","ID-5271","NUSA TENGGARA BARAT","ID-52","0"
"2001","INDONESIA","ID","KOTA MEDAN","ID-1271","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA METRO","ID-1872","LAMPUNG","ID-18","0"
"2001","INDONESIA","ID","KOTA MOJOKERTO","ID-3576","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA PADANG","ID-1371","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA PADANG PANJANG","ID-1374","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA PADANG SIDEMPUAN","ID-1277","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA PAGAR ALAM","ID-1672","SUMATERA SELATAN","ID-16","0"
"2001","INDONESIA","ID","KOTA PALANGKARAYA","ID-6271","KALIMANTAN TENGAH","ID-62","0"
"2001","INDONESIA","ID","KOTA PALEMBANG","ID-1671","SUMATERA SELATAN","ID-16","0"
"2001","INDONESIA","ID","KOTA PALOPO","ID-7373","SULAWESI SELATAN","ID-73","0"
"2001","INDONESIA","ID","KOTA PALU","ID-7271","SULAWESI TENGAH","ID-72","0"
"2001","INDONESIA","ID","KOTA PANGKAL PINANG","ID-1971","KEPULAUAN BANGKA BELITUNG","ID-19","0"
"2001","INDONESIA","ID","KOTA PARE PARE","ID-7372","SULAWESI SELATAN","ID-73","0"
"2001","INDONESIA","ID","KOTA PARIAMAN","ID-1377","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA PASURUAN","ID-3575","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA PAYAKUMBUH","ID-1376","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA PEKALONGAN","ID-3375","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA PEKANBARU","ID-1471","RIAU","ID-14","0"
"2001","INDONESIA","ID","KOTA PEMATANGSIANTAR","ID-1272","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA PONTIANAK","ID-6171","KALIMANTAN BARAT","ID-61","0"
"2001","INDONESIA","ID","KOTA PRABUMULIH","ID-1674","SUMATERA SELATAN","ID-16","0"
"2001","INDONESIA","ID","KOTA PROBOLINGGO","ID-3574","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA SABANG","ID-1172","ACEH","ID-11","0"
"2001","INDONESIA","ID","KOTA SALATIGA","ID-3373","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA SAMARINDA","ID-6472","KALIMANTAN TIMUR","ID-64","0"
"2001","INDONESIA","ID","KOTA SAWAHLUNTO","ID-1373","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA SEMARANG","ID-3374","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA SERANG","ID-3673","BANTEN","ID-36","0"
"2001","INDONESIA","ID","KOTA SIBOLGA","ID-1273","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA SINGKAWANG","ID-6172","KALIMANTAN BARAT","ID-61","0"
"2001","INDONESIA","ID","KOTA SOLOK","ID-1372","SUMATERA BARAT","ID-13","0"
"2001","INDONESIA","ID","KOTA SORONG","ID-9271","PAPUA BARAT DAYA","ID-96","0"
"2001","INDONESIA","ID","KOTA SUBULUSSALAM","ID-1175","ACEH","ID-11","0"
"2001","INDONESIA","ID","KOTA SUKABUMI","ID-3272","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA SUNGAI PENUH","ID-1572","JAMBI","ID-15","0"
"2001","INDONESIA","ID","KOTA SURABAYA","ID-3578","JAWA TIMUR","ID-35","0"
"2001","INDONESIA","ID","KOTA SURAKARTA","ID-3372","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA TANGERANG","ID-3671","BANTEN","ID-36","0"
"2001","INDONESIA","ID","KOTA TANGERANG SELATAN","ID-3674","BANTEN","ID-36","0"
"2001","INDONESIA","ID","KOTA TANJUNG BALAI","ID-1274","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA TANJUNG PINANG","ID-2172","KEPULAUAN RIAU","ID-21","0"
"2001","INDONESIA","ID","KOTA TARAKAN","ID-6571","KALIMANTAN UTARA","ID-65","0"
"2001","INDONESIA","ID","KOTA TASIKMALAYA","ID-3278","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KOTA TEBING TINGGI","ID-1276","SUMATERA UTARA","ID-12","0"
"2001","INDONESIA","ID","KOTA TEGAL","ID-3376","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KOTA TERNATE","ID-8271","MALUKU UTARA","ID-82","0"
"2001","INDONESIA","ID","KOTA TIDORE KEPULAUAN","ID-8272","MALUKU UTARA","ID-82","0"
"2001","INDONESIA","ID","KOTA TOMOHON","ID-7173","SULAWESI UTARA","ID-71","0"
"2001","INDONESIA","ID","KOTA TUAL","ID-8172","MALUKU","ID-81","0"
"2001","INDONESIA","ID","KOTAWARINGIN BARAT","ID-6201","KALIMANTAN TENGAH","ID-62","900.8255495544648"
"2001","INDONESIA","ID","KOTAWARINGIN TIMUR","ID-6202","KALIMANTAN TENGAH","ID-62","282.9442673583502"
"2001","INDONESIA","ID","KOTA YOGYAKARTA","ID-3471","DAERAH ISTIMEWA YOGYAKARTA","ID-34","0"
"2001","INDONESIA","ID","KUANTAN SINGINGI","ID-1409","RIAU","ID-14","636.162283613472"
"2001","INDONESIA","ID","KUBU RAYA","ID-6112","KALIMANTAN BARAT","ID-61","0"
"2001","INDONESIA","ID","KUDUS","ID-3319","JAWA TENGAH","ID-33","0"
"2001","INDONESIA","ID","KULON PROGO","ID-3401","DAERAH ISTIMEWA YOGYAKARTA","ID-34","0"
"2001","INDONESIA","ID","KUNINGAN","ID-3208","JAWA BARAT","ID-32","0"
"2001","INDONESIA","ID","KUPANG","ID-5301","NUSA TENGGARA TIMUR","ID-53","0"
"2001","INDONESIA","ID","KUTAI BARAT","ID-6407","KALIMANTAN TIMUR","ID-64","0"
"2001","INDONESIA","ID","KUTAI KARTANEGARA","ID-6402","KALIMANTAN TIMUR","ID-64","0"
