kabupaten,kab_id,provinsi,prov_id,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,total_ha,norm_2001,norm_2002,norm_2003,norm_2004,norm_2005,norm_2006,norm_2007,norm_2008,norm_2009,norm_2010,norm_2011,norm_2012,norm_2013,norm_2014,norm_2015,norm_2016,norm_2017,norm_2018,norm_2019,norm_2020,norm_2021,norm_2022,norm_2023,norm_2024,kab_id_clean
HALMAHERA TIMUR,ID-8206,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8206
HALMAHERA UTARA,ID-8203,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8203
HULU SUNGAI SELATAN,ID-6306,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6306
HULU SUNGAI TENGAH,ID-6307,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6307
HULU SUNGAI UTARA,ID-6308,KALIMANTAN SELATAN,ID-63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.395889794921864,0.0,0.0,35.637724005126984,2.7688531921386708,0.0,3.2139973690975383,4.675839666053919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.69230402733898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23558995500705932,0.0,0.0,1.0,0.0776944451261908,0.0,0.09018525898666144,0.13120477798697905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6308
HUMBANG HASUNDUTAN,ID-1216,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1216
INDRAGIRI HILIR,ID-1404,RIAU,ID-14,1403.1800876343236,3371.0887343693325,662.4350767089784,666.2770903991667,2106.073790275918,723.3172478716722,2151.484212768175,3036.588761408022,422.4629374145538,1254.685167132591,303.22687894897274,588.3625650967218,550.8566173339792,6111.381228717299,732.1580731018074,143.74700491333053,265.7721143920859,142.8527505432135,91.63054703979488,1.162075476074219,4.20164259643555,84.03282842407248,86.80409567871027,36.384318304443326,24940.165846549673,0.22960113845308802,0.5516083203136849,0.10839367598215029,0.10902234134377668,0.3446150242402659,0.11835577274623518,0.35204549221350806,0.49687438040015114,0.06912724335202754,0.20530304364532884,0.04961675071489792,0.09627325527198566,0.09013618963017907,1.0,0.11980238929645011,0.023521197505707102,0.043488060136590116,0.02337487144018284,0.014993426790203197,0.00019014940037018828,0.0006875111270578389,0.0137502186951132,0.014203678747910372,0.005953534388179533,1404
INDRAGIRI HULU,ID-1402,RIAU,ID-14,2586.632106624378,2685.382083582114,616.558887182621,2256.9111101864173,12414.11512269984,5005.929435483482,6392.7569274884745,3296.271513547828,6006.550388897567,3658.172537524389,897.8596245910541,1696.1557711469325,369.9822757063809,901.9130939048828,430.0735429443305,3.486391003417971,0.0,0.0,18.772774053955064,136.5005898498531,132.74966974487285,152.6860309204098,456.8067468139682,155.81452304687494,50272.081146944045,0.2083621813603605,0.21631683426809503,0.04966595533299121,0.18180201229643347,1.0,0.4032449663955416,0.5149587275696351,0.26552609517213416,0.48384845230847623,0.29467847698908756,0.07232570470925245,0.13663122617941775,0.02980335465311172,0.07265222571165696,0.034643914503251154,0.00028084087902833507,0.0,0.0,0.0015122120157906457,0.010995595618430736,0.01069344600342342,0.012299388994807661,0.03679736673125206,0.0125513998788331,1402
INDRAMAYU,ID-3212,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3212
INTAN JAYA,ID-9127,PAPUA TENGAH,ID-94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9127
JAYAPURA,ID-9103,PAPUA,ID-91,124.18775664062484,2.142691015625,0.0,2.053289471435547,360.39188884887415,75.52432565307608,181.57783547362723,413.0546777465755,616.6751268554661,27.317823602294915,965.3367639404272,1725.8309437978055,1698.9942447571334,638.340898577885,32.868331756591765,1.071310797119141,0.6252234008789063,0.0,42.2435935058594,0.0,0.6251709899902345,193.89311591186552,54.03299744262702,151.0239778625491,7307.811988048332,0.07195823964503814,0.00124154166045364,0.0,0.0011897396316913563,0.2088222430731297,0.04376113774323677,0.1052118320894474,0.23933669704497318,0.3573207034394873,0.01582879464554056,0.5593460746602096,1.0,0.9844499838543768,0.36987452384714664,0.019044931298000035,0.0006207507177740425,0.00036227383865482254,0.0,0.02447724886245206,0.0,0.00036224347015965784,0.112347687708734,0.031308395319256374,0.08750797892765255,9103
JAYAWIJAYA,ID-9102,PAPUA PEGUNUNGAN,ID-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9102
JEMBER,ID-3509,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3509
JEMBRANA,ID-5101,BALI,ID-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101
JENEPONTO,ID-7304,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7304
JEPARA,ID-3320,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320
JOMBANG,ID-3517,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3517
KAIMANA,ID-9208,PAPUA BARAT,ID-92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9208
KAMPAR,ID-1401,RIAU,ID-14,1720.183939282236,984.5658375473384,1929.1267107506903,6839.981964638812,4461.042854628628,2710.354328593605,1820.715778032201,630.2784302712146,644.9036825228424,194.56017507360048,389.3000789377943,969.7031487840438,407.5557696366131,105.38694163160132,75.0039014831539,117.95898162020764,66.9585388671876,4.022876306152343,224.47602537841996,64.90236767578071,0.0,6.481304173488239,36.41956142827051,79.68364711854241,24483.566844382425,0.25148954312675165,0.1439427534512993,0.2820368124834023,1.0,0.6522009674427841,0.3962516776514229,0.2661872191249768,0.09214621230430345,0.09428441271583042,0.02844454504111756,0.05691536629049451,0.14176984000794063,0.05958433395637385,0.015407488232634005,0.010965511586274264,0.017245510621231076,0.009789285880189213,0.0005881413616219633,0.032818218898662474,0.009488675264249458,0.0,0.0009475615881730598,0.005324511324233245,0.011649686728779281,1401
KAPUAS,ID-6203,KALIMANTAN TENGAH,ID-62,0.0,0.0,0.0,0.0,0.6256541748046874,671.4372723022528,4080.016529100355,9228.926087658669,4493.874319704408,11790.106159905812,5617.633778948035,5733.058444547591,4948.2403642995005,2079.940637524711,493.5145090698229,556.1334436176608,422.7897443030277,537.2147836603851,323.2054705207134,114.97672477438424,5.1793938110351565,250.57349887694892,830.6472320393343,1063.6342153498886,53241.72826418933,0.0,0.0,0.0,0.0,5.3066034038974726e-05,0.056949213450306777,0.3460542656498819,0.7827687013576811,0.38115639153331493,1.0,0.47647016089233524,0.48626012071407765,0.41969430106802624,0.17641407204609316,0.04185836008399143,0.047169502638482054,0.03585970631382383,0.04556488095817763,0.027413279077997326,0.009751966879261989,0.00043930001484198116,0.021252861974141096,0.07045290523880832,0.09021413386140245,6203
KAPUAS HULU,ID-6106,KALIMANTAN BARAT,ID-61,64.81251682128922,1.787916516113281,0.0,2.1455058349609377,15.5548768371582,0.0,31.824997045898463,1098.3038634033228,1536.49133170166,1168.264597332765,3000.1531706279834,10286.545107873631,2340.538986654689,5938.813089558552,893.8541644878867,140.07538743896484,106.46080373535136,940.643744750986,1829.1984915954552,1363.887077734386,77.50116256103506,607.9012487976074,2375.243414813234,4350.572278332477,38170.57373445541,0.006300707977421862,0.0001738111773548493,0.0,0.00020857399763101248,0.0015121575489181523,0.0,0.0030938470314526355,0.10677091792098864,0.14936903650240968,0.11357210658013255,0.29165799976238627,1.0,0.22753402256148858,0.577337971814541,0.08689546928673883,0.013617340513263965,0.010349519942693204,0.09144408884485317,0.17782437858512198,0.1325894227295446,0.007534226676526537,0.059096736797693276,0.23090779167391692,0.42293814227309595,6106
KARANGANYAR,ID-3313,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3313
KARANGASEM,ID-5107,BALI,ID-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5107
KARAWANG,ID-3215,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3215
KARIMUN,ID-2102,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2102
KARO,ID-1206,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206
KATINGAN,ID-6206,KALIMANTAN TENGAH,ID-62,0.0,0.0,0.0,207.39981614990216,4591.122561913499,2640.092391167087,4541.048648988179,3697.0304554606087,960.6704201418676,901.2590964992884,1655.3668102465554,2995.937132334574,1071.282958009144,1578.370885071894,1914.3179289001444,396.9400764102477,440.5280624412873,2547.1982103342334,1729.07705046407,1716.759893114746,155.43022904962274,345.2197388645303,727.9689164100326,1336.7333053833024,36149.754587354815,0.0,0.0,0.0,0.04517409704337354,1.0,0.5750428910498836,0.9890933181917821,0.8052563192562107,0.20924521338447497,0.19630473470167162,0.36055818330335043,0.6525500227739335,0.23333791323633324,0.34378757347180394,0.4169607548229534,0.0864581746745637,0.09595214601669945,0.5548094558539962,0.37661313265909,0.3739303122413771,0.0338545153072198,0.07519288239620613,0.15856011391397662,0.29115609251480656,6206
KAUR,ID-1704,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18634696655273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.18634696655273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1704
KAYONG UTARA,ID-6111,KALIMANTAN BARAT,ID-61,6.703763409423832,10.189730780029294,6.256796624755858,3.128448791503906,4.826729956054688,649.093385809331,2685.8085498630303,7263.319791406939,7217.31175661652,4510.959630340685,2451.045318322778,1767.231771923825,1101.13696526874,978.5157554265996,215.2805902888271,552.8817107330729,53.07608803631946,0.0,36.20110772094727,19.21758078002929,3.396538159179688,13.765345758056649,111.57437047633738,118.83717949982297,29779.758905992807,0.0009229613457684867,0.00140290267710428,0.0008614238123121229,0.00043071885602573903,0.0006645349639933351,0.08936593795267805,0.36977699275206727,1.0,0.993665701619685,0.6210603084938507,0.33745523930015464,0.24330909593359704,0.1516024348220863,0.13472018078899106,0.02963942060537118,0.07611969823869989,0.007307414455179644,0.0,0.004984099387139189,0.002645839826956973,0.0004676288882664993,0.0018951865198530984,0.015361346282499962,0.016361275960947833,6111
KEBUMEN,ID-3305,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3305
KEDIRI,ID-3506,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3506
KEEROM,ID-9111,PAPUA,ID-91,0.0,0.6249703369140625,0.08928271484375,0.1785530578613281,0.0,0.0,0.0,24.5555217163086,10.80410487670898,573.4025140502903,4234.874040869101,4600.784942120242,2840.520305926471,226.15405722045665,171.51846683959937,47.94559786987305,29.553464727783226,0.0892913940429687,3.1248410949707037,115.09325960693454,260.98327931518634,0.0,0.0,0.0,13140.296493737587,0.0,0.00013583993704910035,1.9405974408054954e-05,3.88092597475428e-05,0.0,0.0,0.0,0.0053372461493478,0.0023483177354797153,0.12463145338543936,0.920467723257129,1.0,0.6173990616082645,0.04915553760185866,0.03728026173737132,0.010421177793147973,0.006423570129788267,1.9407860868588945e-05,0.0006791973835513905,0.025016005106705673,0.0567258158332682,0.0,0.0,0.0,9111
KENDAL,ID-3324,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3324
KEPAHIANG,ID-1708,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1708
KEPULAUAN ANAMBAS,ID-2105,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2105
KEPULAUAN ARU,ID-8107,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8107
KEPULAUAN MENTAWAI,ID-1309,SUMATERA BARAT,ID-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1309
KEPULAUAN MERANTI,ID-1410,RIAU,ID-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410
KEPULAUAN SANGIHE,ID-7103,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7103
KEPULAUAN SELAYAR,ID-7301,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7301
KEPULAUAN SIAU TAGULANDANG BIARO,ID-7109,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7109
KEPULAUAN SULA,ID-8205,MALUKU UTARA,ID-82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8205
KEPULAUAN TALAUD,ID-7104,SULAWESI UTARA,ID-71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104
KEPULAUAN TANIMBAR,ID-8103,MALUKU,ID-81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8103
KEPULAUAN YAPEN,ID-9105,PAPUA,ID-91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9105
KERINCI,ID-1501,JAMBI,ID-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501
KETAPANG,ID-6104,KALIMANTAN BARAT,ID-61,23.77233967895508,32.785159436035165,49.427948925781386,69.17634134521481,98.18347402954107,1286.6624781449889,1981.8185803759527,8208.91931668835,11487.597058257714,10036.01826201169,13031.489375272338,16387.661783227573,11501.411959413232,9244.594331488102,6454.256472938916,3072.1186217867285,1003.9790711801584,879.3906005151727,2429.100519217689,2229.849860998532,543.5514484104771,1852.463332623302,1761.6210751435135,1445.8960342808457,105111.7454453908,0.0014506242558218752,0.0020006001996935334,0.0030161684796527746,0.004221245364974235,0.005991304636884183,0.07851409768914445,0.12093357835858574,0.5009207186036757,0.7009906117305293,0.612413069952624,0.7952012646862039,1.0,0.7018336179713377,0.5641191802572927,0.39384852813747423,0.18746534206185395,0.06126432705657312,0.05366174943976513,0.14822740128209275,0.13606882363661768,0.033168334543417936,0.11304012476747959,0.10749679230910755,0.08823077101583154,6104
KLATEN,ID-3310,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310
KLUNGKUNG,ID-5105,BALI,ID-51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5105
KOLAKA,ID-7401,SULAWESI TENGGARA,ID-74,24.87264993286135,12.213462091064468,0.0,22.374876361083977,740.0831094238259,727.386892376712,43.58951076660148,11.76645380249025,13.015596832275408,0.8913993896484376,0.8022690246582032,0.0,0.0,0.0891389709472656,1.6935951965332028,638.0958934936497,32.801411566162166,0.0,0.0,77.7250148925779,0.0,0.0,0.0,0.0,2347.401274121092,0.03360791459249132,0.016502825068623668,0.0,0.030232923946208426,1.0,0.9828448766287907,0.05889812942837873,0.015898827648763315,0.017586669208554687,0.0012044584970226052,0.0010840255836709887,0.0,0.0,0.00012044454171729796,0.002288385148867552,0.8621949148257471,0.04432125412468733,0.0,0.0,0.10502200888368991,0.0,0.0,0.0,0.0,7401
