kabupaten,kab_id,provinsi,prov_id,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,total_ha,norm_2001,norm_2002,norm_2003,norm_2004,norm_2005,norm_2006,norm_2007,norm_2008,norm_2009,norm_2010,norm_2011,norm_2012,norm_2013,norm_2014,norm_2015,norm_2016,norm_2017,norm_2018,norm_2019,norm_2020,norm_2021,norm_2022,norm_2023,norm_2024,kab_id_clean,cluster,cluster_name,total_deforestasi,pulau
KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH,ID-62,282.9442673583502,863.4154097291395,815.9821200626127,3575.7683077949787,2123.876976168857,15267.71030416612,15577.332713257212,7864.982211126357,5354.856917312511,8005.643435124508,6909.31017105209,6143.454591914644,3555.764305708175,1496.577252868662,549.5050577209487,715.9060913953346,217.81290780208823,384.4583012210625,117.30225336222333,0.6251986083984375,17.68969905395507,65.56704023437504,110.6081883798636,143.79370391845714,80160.88742534092,0.0181638456702891,0.0554276797974741,0.0523826597969602,0.2295494596935579,0.1363440722018677,0.9801235285404424,1.0,0.5048991605881796,0.3437595521571686,0.5139290263930256,0.4435489886642703,0.3943842444018807,0.228265285922924,0.0960740378611152,0.0352759402290539,0.0459581948061016,0.0139826831596603,0.0246806246164252,0.0075303170010866,4.013515149909826e-05,0.0011356051372581,0.004209131398893,0.00710058585869,0.0092309579929611,6202,2,Declining,80160.88742534093,Kalimantan
KUANTAN SINGINGI,ID-1409,RIAU,ID-14,636.162283613472,375.459090834242,45.50277360839826,743.1584817749351,990.7768675964428,2648.4732887267737,954.3822137449574,277.6627054992676,916.6671612549004,1082.9505708556997,341.94018756713933,318.24943594360377,177.99466624841955,236.4087320824476,4.201649322509769,0.0893883117675781,106.59212795271284,0.0,0.0,0.0,0.7151167053222658,42.72816069335947,7.151145391845704,1.4558046309646904,9908.721852359182,0.2401996222960966,0.1417643487032259,0.0171807560990253,0.2805988208143118,0.374093585090582,1.0,0.3603518365872464,0.1048387788848537,0.3461115372228574,0.4088961649963692,0.1291084146563258,0.120163354978218,0.0672065174325351,0.0892622678464311,0.0015864420231814,3.3750882875828666e-05,0.0402466312975185,0.0,0.0,0.0,0.0002700109185039,0.0161331288011217,0.0027001010062229,0.0005496769165697,1409,3,Moderate,9908.721852359182,Sumatera
KUBU RAYA,ID-6112,KALIMANTAN BARAT,ID-61,0.0,2.5031005981445307,36.8312342468262,1145.5203664245678,1341.8365355834978,739.3953449707109,157.42422517089736,7733.330323541155,4395.61336956787,8087.228996148551,19048.5733164589,9619.607902957265,10190.60465710386,11031.604293993209,13557.62030059085,3710.3430883910783,4218.423073309327,793.3754135009824,916.664130975338,953.673335418713,413.7263736328149,246.5050402655144,237.7022628662095,151.61809300537132,98729.72477872166,0.0,0.0001314061980684,0.0019335429291705,0.060136806436563,0.070442888991801,0.0388163109481714,0.0082643577844685,0.4059795027724821,0.2307581411238733,0.4245582523054779,1.0,0.5050041146464996,0.5349799424767775,0.579130211524102,0.711739408267201,0.1947832536720826,0.221456116593488,0.0416501225745587,0.0481224559837925,0.0500653418802075,0.0217195464856853,0.0129408662880028,0.0124787436264753,0.0079595511163224,6112,0,High,98729.72477872165,Kalimantan
KUDUS,ID-3319,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3319,1,Zero,0.0,Jawa & Lainnya
KULON PROGO,ID-3401,DAERAH ISTIMEWA YOGYAKARTA,ID-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3401,1,Zero,0.0,Jawa & Lainnya
KUNINGAN,ID-3208,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208,1,Zero,0.0,Jawa & Lainnya
KUPANG,ID-5301,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5301,1,Zero,0.0,Jawa & Lainnya
KUTAI BARAT,ID-6407,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.0,0.0,0.0,83.6704240478514,1127.5845427612464,1729.0367211914206,2504.7541919494315,1700.6682129211383,7402.4302230959265,9991.566753076051,6985.047604681458,6384.444786925985,4293.529984460323,790.0275631286628,9282.70602774634,5186.6957336365895,2739.79465095219,922.8935011282632,794.7630105527089,1512.7426286986822,1745.0441965278926,65177.400757482166,0.0,0.0,0.0,0.0,0.0,0.0,0.0083741044938815,0.1128536265260003,0.1730496091275286,0.2506868295883932,0.1702103638948879,0.7408678144313032,1.0,0.6990943239738661,0.638983349128948,0.4297153880434714,0.0790694375219423,0.9290540970352346,0.5191073494094196,0.2742107137610529,0.0923672456918868,0.0795433819533887,0.1514019438676083,0.1746517077505042,6407,0,High,65177.400757482166,Kalimantan
KUTAI KARTANEGARA,ID-6402,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.3575874755859375,0.0,105.4874425842287,306.9776631164564,569.7932632019018,102.896069824219,184.2475051574704,653.6600805603035,93.86406213378964,17.879402905273448,76.34487528686543,53.72765255126976,433.1287634582466,89.12885300292932,0.0,0.0,0.0,0.0,0.0,43.088483465576246,89.21485050048844,2819.796555224605,0.0,0.0,0.0,0.0005470541742114,0.0,0.1613796615724293,0.4696288977190128,0.8716965899362971,0.1574152573857939,0.2818705174706972,1.0,0.143597666318144,0.0273527532688666,0.1167959885532924,0.082195095201799,0.6626207968627637,0.1363535202066033,0.0,0.0,0.0,0.0,0.0,0.0659187928818319,0.1364850832316628,6402,3,Moderate,2819.7965552246046,Kalimantan
KUTAI TIMUR,ID-6408,KALIMANTAN TIMUR,ID-64,0.0,2.681335815429687,0.0,0.0,80.32442857371602,92.55780320089936,478.513825852386,184.72776520225403,452.8236777618524,222.53413023325007,1877.703565651253,3645.4520910688825,1717.342982915726,3307.74963044844,1205.4662758711293,1245.327168263035,1537.532850034413,1599.18011421683,1176.9804896423298,6.793143603515626,2.50247685546875,0.5363124877929688,1.4299610107421876,16.513785465016095,18854.673814174363,0.0,0.000735529023135,0.0,0.0,0.0220341473614495,0.0253899381719101,0.1312632326247582,0.0506734859182006,0.1242160550871702,0.0610443162258102,0.5150811253977259,1.0,0.4710919084969195,0.9073633524226552,0.3306767571639309,0.3416111739100905,0.4217673999340897,0.4386781321676715,0.3228626958301974,0.0018634571059535,0.0006864654350004,0.0001471182378467,0.0003922588954729,0.0045299691375656,6408,3,Moderate,18854.67381417436,Kalimantan
LABUHANBATU,ID-1210,SUMATERA UTARA,ID-12,25.36952342529297,8.396976684570314,21.595257834759824,967.1793806671078,1591.976403588732,2704.873206365909,3197.4434677573354,1418.7485927551234,2345.24653460692,219.08305867919887,208.1847463989263,148.45479444580076,13.665128869628928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12870.217072079304,0.0079343149241312,0.0026261532906662,0.0067539138854287,0.3024852168365249,0.497890398889627,0.8459487192319582,1.0,0.4437134251353078,0.7334755276382914,0.0685181961427647,0.0651097504923036,0.0464292163232289,0.0042737671541112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1210,3,Moderate,12870.217072079306,Sumatera
LABUHANBATU SELATAN,ID-1222,SUMATERA UTARA,ID-12,50.3853138671875,1040.3257040283206,353.6143477682666,929.6211646459628,933.9631539123666,10.541405261230476,0.0,13.757440246582052,34.393658709716895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3366.6021884396337,0.0484322493158506,1.0,0.3399073447853983,0.8935866537242224,0.8977603363022755,0.0101327932400519,0.0,0.0132241664252943,0.0330604719046532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1222,3,Moderate,3366.6021884396337,Sumatera
LABUHANBATU UTARA,ID-1223,SUMATERA UTARA,ID-12,0.0,0.0,0.0,10.271363452148444,467.1290325433892,38.5850350219727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.9854310175103,0.0,0.0,0.0,0.0219882789049177,1.0,0.0826003787687692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1223,3,Moderate,515.9854310175103,Sumatera
LAHAT,ID-1604,SUMATERA SELATAN,ID-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1604,1,Zero,0.0,Sumatera
LAMANDAU,ID-6209,KALIMANTAN TENGAH,ID-62,1.518730499267578,0.0,0.0,300.0860409240747,806.6401856811431,2005.2999281094844,3784.6261119284686,3386.352806237119,6067.899099437165,4537.638492688007,2242.1498795038847,4072.314552405128,840.2054661804892,1235.2345545569992,1354.9585803803616,2326.1043701047565,3979.851866155701,2680.380435351525,1673.3410985107396,974.2441099975669,611.7627071044911,1049.2025169555614,627.4902439514174,628.200032464598,45185.50180912795,0.000250289346342,0.0,0.0,0.0494546853872223,0.1329356623210764,0.3304768084056454,0.6237127628373906,0.5580766507062096,1.0,0.7478104725091591,0.3695100796438519,0.6711243027727438,0.1384672771270081,0.2035687367760572,0.2232994580457085,0.3833459212135741,0.6558862962182177,0.4417312139551145,0.2757694337181632,0.1605570715715978,0.1008195253545392,0.1729103433926383,0.1034114499381871,0.1035284242816212,6209,3,Moderate,45185.50180912796,Kalimantan
LAMONGAN,ID-3524,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3524,1,Zero,0.0,Jawa & Lainnya
LAMPUNG BARAT,ID-1804,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1804,1,Zero,0.0,Sumatera
LAMPUNG SELATAN,ID-1801,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801,1,Zero,0.0,Sumatera
LAMPUNG TENGAH,ID-1802,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802,1,Zero,0.0,Sumatera
LAMPUNG TIMUR,ID-1807,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1807,1,Zero,0.0,Sumatera
LAMPUNG UTARA,ID-1803,LAMPUNG,ID-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1803,1,Zero,0.0,Sumatera
LANDAK,ID-6108,KALIMANTAN BARAT,ID-61,3.039507708740234,44.43028279418946,4.559240472412109,21.544150823974583,37.18916438598636,1059.7118047913298,2023.495183709779,3728.108792822312,2690.8855749090303,2730.866533684425,5794.852697836312,6706.830374440083,3952.469158810417,3629.9040984570834,3850.7885326721766,2118.045633275324,1670.512976645409,849.8896109313691,747.9870897338766,455.031988073742,64.45548819580114,77.4636898320936,71.6963969482419,0.0,42333.7579719541,0.0004531958524437,0.0066246319518553,0.0006797906340061,0.0032122701218268,0.0055449686826306,0.1580048615557538,0.301706629024252,0.5558674641646281,0.4012156897785979,0.4071769198296461,0.8640225522805313,1.0,0.5893199824873143,0.5412249745111714,0.574159225399175,0.3158042644625775,0.2490763719046452,0.126720009823168,0.1115261677982011,0.0678460558370287,0.0096104246860697,0.0115499700316426,0.0106900566952578,0.0,6108,3,Moderate,42333.75797195412,Kalimantan
LANGKAT,ID-1205,SUMATERA UTARA,ID-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.88197249755864,0.0,11.950915838623043,8.294024359130855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1920220025275735,0.0,0.0,0.0,45.318934697840106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4803041977397748,0.3333346807591177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0077173143144665,0.0,0.0,0.0,1205,3,Moderate,45.31893469784011,Sumatera
LANNY JAYA,ID-9123,PAPUA PEGUNUNGAN,ID-95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9123,1,Zero,0.0,Papua
LEBAK,ID-3602,BANTEN,ID-36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602,1,Zero,0.0,Jawa & Lainnya
LEBONG,ID-1707,BENGKULU,ID-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1707,1,Zero,0.0,Sumatera
LEMBATA,ID-5313,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5313,1,Zero,0.0,Jawa & Lainnya
LIMA PULUH KOTA,ID-1307,SUMATERA BARAT,ID-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.136025796018126,161.74842892946722,175.88445472548534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0873951350846341,1.0,1307,3,Moderate,175.88445472548534,Sumatera
LINGGA,ID-2104,KEPULAUAN RIAU,ID-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77727263793945,219.5535365173324,29.946950531005832,0.0,72.32218626098629,329.599945947264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354231262283743,1.0,0.1363993083693357,0.0,0.3294056994398581,2104,3,Moderate,329.599945947264,Sumatera
LOMBOK BARAT,ID-5201,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5201,1,Zero,0.0,Jawa & Lainnya
LOMBOK TENGAH,ID-5202,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5202,1,Zero,0.0,Jawa & Lainnya
LOMBOK TIMUR,ID-5203,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5203,1,Zero,0.0,Jawa & Lainnya
LOMBOK UTARA,ID-5208,NUSA TENGGARA BARAT,ID-52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5208,1,Zero,0.0,Jawa & Lainnya
LUMAJANG,ID-3508,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508,1,Zero,0.0,Jawa & Lainnya
LUWU,ID-7317,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7317,1,Zero,0.0,Sulawesi
LUWU TIMUR,ID-7324,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.2679464416503906,0.5358963684082031,0.0,0.0,1.0716459777832033,34.91831221923828,1.964997991943359,0.0893197143554687,2.054317022705077,1.250441827392578,2.3222524230957022,2.768861511230468,2.2329218627929683,0.0893034912109375,0.9823345336914062,35.72110501098636,14.020667724609382,0.0,0.0,0.0,0.0,100.2903241210938,0.0,0.0,0.0,0.0075010681099585,0.0150022337842959,0.0,0.0,0.0300003591001344,0.9775260930057684,0.0550094402549698,0.0025004745605713,0.0575098956785702,0.0350056871703155,0.0650106546922742,0.0775133218969256,0.0625098765031544,0.0025000203992421,0.0275001160627388,1.0,0.3925037515020096,0.0,0.0,0.0,0.0,7324,3,Moderate,100.29032412109379,Sulawesi
LUWU UTARA,ID-7322,SULAWESI SELATAN,ID-73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7322,1,Zero,0.0,Sulawesi
MADIUN,ID-3519,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3519,1,Zero,0.0,Jawa & Lainnya
MAGELANG,ID-3308,JAWA TENGAH,ID-33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3308,1,Zero,0.0,Jawa & Lainnya
MAGETAN,ID-3520,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520,1,Zero,0.0,Jawa & Lainnya
MAHAKAM ULU,ID-6411,KALIMANTAN TIMUR,ID-64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,514.1090675903309,211.0615643920898,4088.776091967679,2699.4411323180034,6623.115810516405,1537.3386200134269,17.342762463378918,0.0893949768066406,13.141282836914067,160.37645148315434,104.41433939208926,122.82963964233356,83.58505534667893,0.4469785705566407,778.8156612121637,16954.88385272201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0776234452633323,0.0318674126242756,0.6173493275589993,0.4075787302453236,1.0,0.2321171279494145,0.0026185201889179,1.349742015150879e-05,0.001984154167446,0.0242146530532507,0.0157651387019832,0.0185455974433212,0.0126202013882891,6.748765737221643e-05,0.1175905243836343,6411,3,Moderate,16954.88385272201,Kalimantan
MAJALENGKA,ID-3210,JAWA BARAT,ID-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210,1,Zero,0.0,Jawa & Lainnya
MAJENE,ID-7605,SULAWESI BARAT,ID-76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7605,1,Zero,0.0,Sulawesi
MALAKA,ID-5321,NUSA TENGGARA TIMUR,ID-53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5321,1,Zero,0.0,Jawa & Lainnya
MALANG,ID-3507,JAWA TIMUR,ID-35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507,1,Zero,0.0,Jawa & Lainnya
MALINAU,ID-6502,KALIMANTAN UTARA,ID-65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.75196505737304,32.75196505737304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6502,3,Moderate,32.75196505737304,Kalimantan
